512,401.bzip2,1.6119807387760385,0.008683,3.232128
512,429.mcf,2.4764891970470213,0.034363,4.032228
512,456.hmmer,1.0056845999317847,0.034662,6.44447
512,458.sjeng,2.5096941739612233,1.691747,5.454703
512,470.lbm,2.28747104,0.006876,0.567067
1024,401.bzip2,1.6119611387760777,0.008577,3.225953
1024,429.mcf,2.4764183170471634,0.011525,3.972713
1024,456.hmmer,1.005663079932043,0.038882,5.611471
1024,458.sjeng,2.509689690941862,1.618115,5.180614
1024,470.lbm,2.28747104,0.006876,0.567067
2048,401.bzip2,1.6119772787760454,0.008317,3.221745
2048,429.mcf,2.476420797047158,0.034113,3.93756
2048,456.hmmer,1.0056533799321594,0.041669,4.908547
2048,458.sjeng,2.509668253961327,1.590185,5.065439
2048,470.lbm,2.28747104,0.006876,0.567067
